pair,component,layer,head,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median,head_type
gpqa_orgn_vs_gpqa_ver1,k,0,0,1,1,1,0.987746,,0.987746,0.995401,,0.995401,0.010928,,0.010928,kv_head
gpqa_orgn_vs_gpqa_ver1,k,0,1,1,1,1,0.869428,,0.869428,0.95674,,0.95674,0.010909,,0.010909,kv_head
gpqa_orgn_vs_gpqa_ver1,k,0,2,1,1,1,0.984887,,0.984887,0.994567,,0.994567,0.005525,,0.005525,kv_head
gpqa_orgn_vs_gpqa_ver1,k,0,3,1,1,1,0.977317,,0.977317,0.993187,,0.993187,0.005623,,0.005623,kv_head
gpqa_orgn_vs_gpqa_ver1,k,0,4,1,1,1,0.838859,,0.838859,0.930962,,0.930962,0.012081,,0.012081,kv_head
gpqa_orgn_vs_gpqa_ver1,k,0,5,1,1,1,0.97882,,0.97882,0.991484,,0.991484,0.008305,,0.008305,kv_head
gpqa_orgn_vs_gpqa_ver1,k,0,6,1,1,1,0.9764,,0.9764,0.991134,,0.991134,0.021421,,0.021421,kv_head
gpqa_orgn_vs_gpqa_ver1,k,0,7,1,1,1,0.985791,,0.985791,0.994981,,0.994981,0.034812,,0.034812,kv_head
gpqa_orgn_vs_gpqa_ver1,k,1,0,1,1,1,0.783497,,0.783497,0.89995,,0.89995,0.006276,,0.006276,kv_head
gpqa_orgn_vs_gpqa_ver1,k,1,1,1,1,1,0.701264,,0.701264,0.880817,,0.880817,0.022666,,0.022666,kv_head
gpqa_orgn_vs_gpqa_ver1,k,1,2,1,1,1,0.68652,,0.68652,0.875612,,0.875612,0.007947,,0.007947,kv_head
gpqa_orgn_vs_gpqa_ver1,k,1,3,1,1,1,0.812271,,0.812271,0.950854,,0.950854,0.00546,,0.00546,kv_head
gpqa_orgn_vs_gpqa_ver1,k,1,4,1,1,1,0.54329,,0.54329,0.89628,,0.89628,0.008189,,0.008189,kv_head
gpqa_orgn_vs_gpqa_ver1,k,1,5,1,1,1,0.809922,,0.809922,0.918972,,0.918972,0.008149,,0.008149,kv_head
gpqa_orgn_vs_gpqa_ver1,k,1,6,1,1,1,0.661871,,0.661871,0.868321,,0.868321,0.009383,,0.009383,kv_head
gpqa_orgn_vs_gpqa_ver1,k,1,7,1,1,1,0.573886,,0.573886,0.793845,,0.793845,0.006221,,0.006221,kv_head
gpqa_orgn_vs_gpqa_ver1,k,2,0,1,1,1,0.781686,,0.781686,0.923524,,0.923524,0.008177,,0.008177,kv_head
gpqa_orgn_vs_gpqa_ver1,k,2,1,1,1,1,0.720816,,0.720816,0.898412,,0.898412,0.006264,,0.006264,kv_head
gpqa_orgn_vs_gpqa_ver1,k,2,2,1,1,1,0.684107,,0.684107,0.851026,,0.851026,0.009783,,0.009783,kv_head
gpqa_orgn_vs_gpqa_ver1,k,2,3,1,1,1,0.824511,,0.824511,0.921205,,0.921205,0.007064,,0.007064,kv_head
gpqa_orgn_vs_gpqa_ver1,k,2,4,1,1,1,0.865644,,0.865644,0.934842,,0.934842,0.005803,,0.005803,kv_head
gpqa_orgn_vs_gpqa_ver1,k,2,5,1,1,1,0.766684,,0.766684,0.891115,,0.891115,0.005479,,0.005479,kv_head
gpqa_orgn_vs_gpqa_ver1,k,2,6,1,1,1,0.552531,,0.552531,0.782453,,0.782453,0.019043,,0.019043,kv_head
gpqa_orgn_vs_gpqa_ver1,k,2,7,1,1,1,0.460841,,0.460841,0.741248,,0.741248,0.007949,,0.007949,kv_head
gpqa_orgn_vs_gpqa_ver1,k,3,0,1,1,1,0.373409,,0.373409,0.717984,,0.717984,0.007542,,0.007542,kv_head
gpqa_orgn_vs_gpqa_ver1,k,3,1,1,1,1,0.429535,,0.429535,0.763826,,0.763826,0.008218,,0.008218,kv_head
gpqa_orgn_vs_gpqa_ver1,k,3,2,1,1,1,0.504443,,0.504443,0.77132,,0.77132,0.008059,,0.008059,kv_head
gpqa_orgn_vs_gpqa_ver1,k,3,3,1,1,1,0.481991,,0.481991,0.771417,,0.771417,0.006973,,0.006973,kv_head
gpqa_orgn_vs_gpqa_ver1,k,3,4,1,1,1,0.54728,,0.54728,0.788008,,0.788008,0.009285,,0.009285,kv_head
gpqa_orgn_vs_gpqa_ver1,k,3,5,1,1,1,0.297473,,0.297473,0.763764,,0.763764,0.006567,,0.006567,kv_head
gpqa_orgn_vs_gpqa_ver1,k,3,6,1,1,1,0.4515,,0.4515,0.711171,,0.711171,0.03737,,0.03737,kv_head
gpqa_orgn_vs_gpqa_ver1,k,3,7,1,1,1,0.406789,,0.406789,0.713793,,0.713793,0.005907,,0.005907,kv_head
gpqa_orgn_vs_gpqa_ver1,k,4,0,1,1,1,0.625906,,0.625906,0.841762,,0.841762,0.00824,,0.00824,kv_head
gpqa_orgn_vs_gpqa_ver1,k,4,1,1,1,1,0.513631,,0.513631,0.80282,,0.80282,0.006034,,0.006034,kv_head
gpqa_orgn_vs_gpqa_ver1,k,4,2,1,1,1,0.421202,,0.421202,0.715727,,0.715727,0.00613,,0.00613,kv_head
gpqa_orgn_vs_gpqa_ver1,k,4,3,1,1,1,0.579478,,0.579478,0.814447,,0.814447,0.006673,,0.006673,kv_head
gpqa_orgn_vs_gpqa_ver1,k,4,4,1,1,1,0.662286,,0.662286,0.854216,,0.854216,0.00804,,0.00804,kv_head
gpqa_orgn_vs_gpqa_ver1,k,4,5,1,1,1,0.592943,,0.592943,0.811504,,0.811504,0.008916,,0.008916,kv_head
gpqa_orgn_vs_gpqa_ver1,k,4,6,1,1,1,0.522538,,0.522538,0.799541,,0.799541,0.00651,,0.00651,kv_head
gpqa_orgn_vs_gpqa_ver1,k,4,7,1,1,1,0.527131,,0.527131,0.787233,,0.787233,0.006778,,0.006778,kv_head
gpqa_orgn_vs_gpqa_ver1,k,5,0,1,1,1,0.569175,,0.569175,0.810288,,0.810288,0.006758,,0.006758,kv_head
gpqa_orgn_vs_gpqa_ver1,k,5,1,1,1,1,0.484935,,0.484935,0.759998,,0.759998,0.007701,,0.007701,kv_head
gpqa_orgn_vs_gpqa_ver1,k,5,2,1,1,1,0.443878,,0.443878,0.743973,,0.743973,0.006375,,0.006375,kv_head
gpqa_orgn_vs_gpqa_ver1,k,5,3,1,1,1,0.572633,,0.572633,0.790134,,0.790134,0.006425,,0.006425,kv_head
gpqa_orgn_vs_gpqa_ver1,k,5,4,1,1,1,0.353599,,0.353599,0.665222,,0.665222,0.006501,,0.006501,kv_head
gpqa_orgn_vs_gpqa_ver1,k,5,5,1,1,1,0.509843,,0.509843,0.894514,,0.894514,0.005945,,0.005945,kv_head
gpqa_orgn_vs_gpqa_ver1,k,5,6,1,1,1,0.684092,,0.684092,0.875736,,0.875736,0.008385,,0.008385,kv_head
gpqa_orgn_vs_gpqa_ver1,k,5,7,1,1,1,0.655811,,0.655811,0.849571,,0.849571,0.008242,,0.008242,kv_head
gpqa_orgn_vs_gpqa_ver1,k,6,0,1,1,1,0.487674,,0.487674,0.788701,,0.788701,0.006433,,0.006433,kv_head
gpqa_orgn_vs_gpqa_ver1,k,6,1,1,1,1,0.695863,,0.695863,0.969228,,0.969228,0.006339,,0.006339,kv_head
gpqa_orgn_vs_gpqa_ver1,k,6,2,1,1,1,0.531812,,0.531812,0.799067,,0.799067,0.00741,,0.00741,kv_head
gpqa_orgn_vs_gpqa_ver1,k,6,3,1,1,1,0.373063,,0.373063,0.72723,,0.72723,0.006762,,0.006762,kv_head
gpqa_orgn_vs_gpqa_ver1,k,6,4,1,1,1,0.508848,,0.508848,0.781313,,0.781313,0.006792,,0.006792,kv_head
gpqa_orgn_vs_gpqa_ver1,k,6,5,1,1,1,0.529942,,0.529942,0.792568,,0.792568,0.006348,,0.006348,kv_head
gpqa_orgn_vs_gpqa_ver1,k,6,6,1,1,1,0.334442,,0.334442,0.677666,,0.677666,0.008085,,0.008085,kv_head
gpqa_orgn_vs_gpqa_ver1,k,6,7,1,1,1,0.524851,,0.524851,0.795785,,0.795785,0.010724,,0.010724,kv_head
gpqa_orgn_vs_gpqa_ver1,k,7,0,1,1,1,0.571699,,0.571699,0.783643,,0.783643,0.006897,,0.006897,kv_head
gpqa_orgn_vs_gpqa_ver1,k,7,1,1,1,1,0.724458,,0.724458,0.876557,,0.876557,0.006466,,0.006466,kv_head
gpqa_orgn_vs_gpqa_ver1,k,7,2,1,1,1,0.804665,,0.804665,0.898232,,0.898232,0.007499,,0.007499,kv_head
gpqa_orgn_vs_gpqa_ver1,k,7,3,1,1,1,0.669446,,0.669446,0.850735,,0.850735,0.005894,,0.005894,kv_head
gpqa_orgn_vs_gpqa_ver1,k,7,4,1,1,1,0.739066,,0.739066,0.876981,,0.876981,0.008332,,0.008332,kv_head
gpqa_orgn_vs_gpqa_ver1,k,7,5,1,1,1,0.743905,,0.743905,0.875865,,0.875865,0.00651,,0.00651,kv_head
gpqa_orgn_vs_gpqa_ver1,k,7,6,1,1,1,0.763967,,0.763967,0.891776,,0.891776,0.017058,,0.017058,kv_head
gpqa_orgn_vs_gpqa_ver1,k,7,7,1,1,1,0.78417,,0.78417,0.9042,,0.9042,0.006703,,0.006703,kv_head
gpqa_orgn_vs_gpqa_ver1,k,8,0,1,1,1,0.899941,,0.899941,0.959875,,0.959875,0.007341,,0.007341,kv_head
gpqa_orgn_vs_gpqa_ver1,k,8,1,1,1,1,0.92945,,0.92945,0.968765,,0.968765,0.009468,,0.009468,kv_head
gpqa_orgn_vs_gpqa_ver1,k,8,2,1,1,1,0.875958,,0.875958,0.932527,,0.932527,0.005536,,0.005536,kv_head
gpqa_orgn_vs_gpqa_ver1,k,8,3,1,1,1,0.758274,,0.758274,0.888769,,0.888769,0.008203,,0.008203,kv_head
gpqa_orgn_vs_gpqa_ver1,k,8,4,1,1,1,0.87348,,0.87348,0.94057,,0.94057,0.006998,,0.006998,kv_head
gpqa_orgn_vs_gpqa_ver1,k,8,5,1,1,1,0.778028,,0.778028,0.885283,,0.885283,0.00675,,0.00675,kv_head
gpqa_orgn_vs_gpqa_ver1,k,8,6,1,1,1,0.872615,,0.872615,0.934079,,0.934079,0.007845,,0.007845,kv_head
gpqa_orgn_vs_gpqa_ver1,k,8,7,1,1,1,0.798458,,0.798458,0.912684,,0.912684,0.006972,,0.006972,kv_head
gpqa_orgn_vs_gpqa_ver1,k,9,0,1,1,1,0.502769,,0.502769,0.76573,,0.76573,0.005671,,0.005671,kv_head
gpqa_orgn_vs_gpqa_ver1,k,9,1,1,1,1,0.638508,,0.638508,0.831555,,0.831555,0.004863,,0.004863,kv_head
gpqa_orgn_vs_gpqa_ver1,k,9,2,1,1,1,0.579376,,0.579376,0.810489,,0.810489,0.007858,,0.007858,kv_head
gpqa_orgn_vs_gpqa_ver1,k,9,3,1,1,1,0.623965,,0.623965,0.807918,,0.807918,0.004926,,0.004926,kv_head
gpqa_orgn_vs_gpqa_ver1,k,9,4,1,1,1,0.57694,,0.57694,0.798611,,0.798611,0.006589,,0.006589,kv_head
gpqa_orgn_vs_gpqa_ver1,k,9,5,1,1,1,0.697561,,0.697561,0.878055,,0.878055,0.006938,,0.006938,kv_head
gpqa_orgn_vs_gpqa_ver1,k,9,6,1,1,1,0.524246,,0.524246,0.782134,,0.782134,0.006111,,0.006111,kv_head
gpqa_orgn_vs_gpqa_ver1,k,9,7,1,1,1,0.224795,,0.224795,0.587949,,0.587949,0.00623,,0.00623,kv_head
gpqa_orgn_vs_gpqa_ver1,k,10,0,1,1,1,0.862799,,0.862799,0.924831,,0.924831,0.006254,,0.006254,kv_head
gpqa_orgn_vs_gpqa_ver1,k,10,1,1,1,1,0.563535,,0.563535,0.818998,,0.818998,0.00857,,0.00857,kv_head
gpqa_orgn_vs_gpqa_ver1,k,10,2,1,1,1,0.879895,,0.879895,0.941858,,0.941858,0.006362,,0.006362,kv_head
gpqa_orgn_vs_gpqa_ver1,k,10,3,1,1,1,0.816809,,0.816809,0.914766,,0.914766,0.00962,,0.00962,kv_head
gpqa_orgn_vs_gpqa_ver1,k,10,4,1,1,1,0.824581,,0.824581,0.908083,,0.908083,0.006905,,0.006905,kv_head
gpqa_orgn_vs_gpqa_ver1,k,10,5,1,1,1,0.932796,,0.932796,0.967296,,0.967296,0.005342,,0.005342,kv_head
gpqa_orgn_vs_gpqa_ver1,k,10,6,1,1,1,0.878111,,0.878111,0.942164,,0.942164,0.006605,,0.006605,kv_head
gpqa_orgn_vs_gpqa_ver1,k,10,7,1,1,1,0.925329,,0.925329,0.966213,,0.966213,0.005602,,0.005602,kv_head
gpqa_orgn_vs_gpqa_ver1,k,11,0,1,1,1,0.681005,,0.681005,0.853799,,0.853799,0.004583,,0.004583,kv_head
gpqa_orgn_vs_gpqa_ver1,k,11,1,1,1,1,0.695527,,0.695527,0.858833,,0.858833,0.005767,,0.005767,kv_head
gpqa_orgn_vs_gpqa_ver1,k,11,2,1,1,1,0.656659,,0.656659,0.843657,,0.843657,0.00454,,0.00454,kv_head
gpqa_orgn_vs_gpqa_ver1,k,11,3,1,1,1,0.661244,,0.661244,0.840618,,0.840618,0.005108,,0.005108,kv_head
gpqa_orgn_vs_gpqa_ver1,k,11,4,1,1,1,0.695662,,0.695662,0.872633,,0.872633,0.005658,,0.005658,kv_head
gpqa_orgn_vs_gpqa_ver1,k,11,5,1,1,1,0.599228,,0.599228,0.810728,,0.810728,0.005582,,0.005582,kv_head
gpqa_orgn_vs_gpqa_ver1,k,11,6,1,1,1,0.631543,,0.631543,0.819996,,0.819996,0.004937,,0.004937,kv_head
gpqa_orgn_vs_gpqa_ver1,k,11,7,1,1,1,0.415739,,0.415739,0.721727,,0.721727,0.005251,,0.005251,kv_head
gpqa_orgn_vs_gpqa_ver1,k,12,0,1,1,1,0.411131,,0.411131,0.744173,,0.744173,0.00612,,0.00612,kv_head
gpqa_orgn_vs_gpqa_ver1,k,12,1,1,1,1,0.364509,,0.364509,0.710986,,0.710986,0.005408,,0.005408,kv_head
gpqa_orgn_vs_gpqa_ver1,k,12,2,1,1,1,0.152674,,0.152674,0.551847,,0.551847,0.005026,,0.005026,kv_head
gpqa_orgn_vs_gpqa_ver1,k,12,3,1,1,1,0.613615,,0.613615,0.817079,,0.817079,0.005238,,0.005238,kv_head
gpqa_orgn_vs_gpqa_ver1,k,12,4,1,1,1,0.431055,,0.431055,0.701604,,0.701604,0.00506,,0.00506,kv_head
gpqa_orgn_vs_gpqa_ver1,k,12,5,1,1,1,0.292649,,0.292649,0.683822,,0.683822,0.004859,,0.004859,kv_head
gpqa_orgn_vs_gpqa_ver1,k,12,6,1,1,1,0.354907,,0.354907,0.7083,,0.7083,0.004507,,0.004507,kv_head
gpqa_orgn_vs_gpqa_ver1,k,12,7,1,1,1,0.581038,,0.581038,0.81695,,0.81695,0.004506,,0.004506,kv_head
gpqa_orgn_vs_gpqa_ver1,k,13,0,1,1,1,0.250852,,0.250852,0.609431,,0.609431,0.00605,,0.00605,kv_head
gpqa_orgn_vs_gpqa_ver1,k,13,1,1,1,1,0.44141,,0.44141,0.74104,,0.74104,0.005809,,0.005809,kv_head
gpqa_orgn_vs_gpqa_ver1,k,13,2,1,1,1,0.474684,,0.474684,0.736571,,0.736571,0.00471,,0.00471,kv_head
gpqa_orgn_vs_gpqa_ver1,k,13,3,1,1,1,0.511815,,0.511815,0.799496,,0.799496,0.004764,,0.004764,kv_head
gpqa_orgn_vs_gpqa_ver1,k,13,4,1,1,1,0.567558,,0.567558,0.820436,,0.820436,0.005879,,0.005879,kv_head
gpqa_orgn_vs_gpqa_ver1,k,13,5,1,1,1,0.429268,,0.429268,0.739798,,0.739798,0.005645,,0.005645,kv_head
gpqa_orgn_vs_gpqa_ver1,k,13,6,1,1,1,0.390501,,0.390501,0.72179,,0.72179,0.005608,,0.005608,kv_head
gpqa_orgn_vs_gpqa_ver1,k,13,7,1,1,1,0.508315,,0.508315,0.763172,,0.763172,0.005243,,0.005243,kv_head
gpqa_orgn_vs_gpqa_ver1,k,14,0,1,1,1,0.466393,,0.466393,0.769212,,0.769212,0.00489,,0.00489,kv_head
gpqa_orgn_vs_gpqa_ver1,k,14,1,1,1,1,0.606327,,0.606327,0.817095,,0.817095,0.007531,,0.007531,kv_head
gpqa_orgn_vs_gpqa_ver1,k,14,2,1,1,1,0.416922,,0.416922,0.727069,,0.727069,0.005173,,0.005173,kv_head
gpqa_orgn_vs_gpqa_ver1,k,14,3,1,1,1,0.774623,,0.774623,0.9317,,0.9317,0.004749,,0.004749,kv_head
gpqa_orgn_vs_gpqa_ver1,k,14,4,1,1,1,0.359071,,0.359071,0.684545,,0.684545,0.00487,,0.00487,kv_head
gpqa_orgn_vs_gpqa_ver1,k,14,5,1,1,1,0.436661,,0.436661,0.774446,,0.774446,0.005588,,0.005588,kv_head
gpqa_orgn_vs_gpqa_ver1,k,14,6,1,1,1,0.535426,,0.535426,0.785907,,0.785907,0.005488,,0.005488,kv_head
gpqa_orgn_vs_gpqa_ver1,k,14,7,1,1,1,0.444929,,0.444929,0.721228,,0.721228,0.005377,,0.005377,kv_head
gpqa_orgn_vs_gpqa_ver1,k,15,0,1,1,1,0.602405,,0.602405,0.817281,,0.817281,0.005712,,0.005712,kv_head
gpqa_orgn_vs_gpqa_ver1,k,15,1,1,1,1,0.471771,,0.471771,0.771225,,0.771225,0.004807,,0.004807,kv_head
gpqa_orgn_vs_gpqa_ver1,k,15,2,1,1,1,0.538076,,0.538076,0.778084,,0.778084,0.005743,,0.005743,kv_head
gpqa_orgn_vs_gpqa_ver1,k,15,3,1,1,1,0.541858,,0.541858,0.794255,,0.794255,0.005577,,0.005577,kv_head
gpqa_orgn_vs_gpqa_ver1,k,15,4,1,1,1,0.329218,,0.329218,0.671277,,0.671277,0.005468,,0.005468,kv_head
gpqa_orgn_vs_gpqa_ver1,k,15,5,1,1,1,0.578774,,0.578774,0.825629,,0.825629,0.00685,,0.00685,kv_head
gpqa_orgn_vs_gpqa_ver1,k,15,6,1,1,1,0.529141,,0.529141,0.769714,,0.769714,0.006111,,0.006111,kv_head
gpqa_orgn_vs_gpqa_ver1,k,15,7,1,1,1,0.594431,,0.594431,0.785591,,0.785591,0.005401,,0.005401,kv_head
gpqa_orgn_vs_gpqa_ver1,k,16,0,1,1,1,0.631564,,0.631564,0.889061,,0.889061,0.005023,,0.005023,kv_head
gpqa_orgn_vs_gpqa_ver1,k,16,1,1,1,1,0.788908,,0.788908,0.913105,,0.913105,0.00608,,0.00608,kv_head
gpqa_orgn_vs_gpqa_ver1,k,16,2,1,1,1,0.577503,,0.577503,0.808543,,0.808543,0.004981,,0.004981,kv_head
gpqa_orgn_vs_gpqa_ver1,k,16,3,1,1,1,0.705996,,0.705996,0.869654,,0.869654,0.005581,,0.005581,kv_head
gpqa_orgn_vs_gpqa_ver1,k,16,4,1,1,1,0.646652,,0.646652,0.815377,,0.815377,0.005219,,0.005219,kv_head
gpqa_orgn_vs_gpqa_ver1,k,16,5,1,1,1,0.67492,,0.67492,0.847888,,0.847888,0.005334,,0.005334,kv_head
gpqa_orgn_vs_gpqa_ver1,k,16,6,1,1,1,0.604877,,0.604877,0.810671,,0.810671,0.00549,,0.00549,kv_head
gpqa_orgn_vs_gpqa_ver1,k,16,7,1,1,1,0.486995,,0.486995,0.773532,,0.773532,0.005386,,0.005386,kv_head
gpqa_orgn_vs_gpqa_ver1,k,17,0,1,1,1,0.557733,,0.557733,0.797648,,0.797648,0.007135,,0.007135,kv_head
gpqa_orgn_vs_gpqa_ver1,k,17,1,1,1,1,0.255206,,0.255206,0.677679,,0.677679,0.006628,,0.006628,kv_head
gpqa_orgn_vs_gpqa_ver1,k,17,2,1,1,1,0.414783,,0.414783,0.720193,,0.720193,0.007388,,0.007388,kv_head
gpqa_orgn_vs_gpqa_ver1,k,17,3,1,1,1,0.664718,,0.664718,0.892489,,0.892489,0.006709,,0.006709,kv_head
gpqa_orgn_vs_gpqa_ver1,k,17,4,1,1,1,0.363827,,0.363827,0.691853,,0.691853,0.007483,,0.007483,kv_head
gpqa_orgn_vs_gpqa_ver1,k,17,5,1,1,1,0.460433,,0.460433,0.724492,,0.724492,0.006435,,0.006435,kv_head
gpqa_orgn_vs_gpqa_ver1,k,17,6,1,1,1,0.492071,,0.492071,0.804588,,0.804588,0.00752,,0.00752,kv_head
gpqa_orgn_vs_gpqa_ver1,k,17,7,1,1,1,0.382773,,0.382773,0.701148,,0.701148,0.006253,,0.006253,kv_head
gpqa_orgn_vs_gpqa_ver1,k,18,0,1,1,1,0.338462,,0.338462,0.72919,,0.72919,0.005258,,0.005258,kv_head
gpqa_orgn_vs_gpqa_ver1,k,18,1,1,1,1,0.587495,,0.587495,0.81358,,0.81358,0.00688,,0.00688,kv_head
gpqa_orgn_vs_gpqa_ver1,k,18,2,1,1,1,0.361429,,0.361429,0.710998,,0.710998,0.00591,,0.00591,kv_head
gpqa_orgn_vs_gpqa_ver1,k,18,3,1,1,1,0.41363,,0.41363,0.738489,,0.738489,0.004978,,0.004978,kv_head
gpqa_orgn_vs_gpqa_ver1,k,18,4,1,1,1,0.263963,,0.263963,0.666664,,0.666664,0.011434,,0.011434,kv_head
gpqa_orgn_vs_gpqa_ver1,k,18,5,1,1,1,0.352771,,0.352771,0.692714,,0.692714,0.004385,,0.004385,kv_head
gpqa_orgn_vs_gpqa_ver1,k,18,6,1,1,1,0.333613,,0.333613,0.715887,,0.715887,0.006235,,0.006235,kv_head
gpqa_orgn_vs_gpqa_ver1,k,18,7,1,1,1,0.533356,,0.533356,0.796789,,0.796789,0.00503,,0.00503,kv_head
gpqa_orgn_vs_gpqa_ver1,k,19,0,1,1,1,0.41076,,0.41076,0.751419,,0.751419,0.005532,,0.005532,kv_head
gpqa_orgn_vs_gpqa_ver1,k,19,1,1,1,1,0.35373,,0.35373,0.70209,,0.70209,0.00602,,0.00602,kv_head
gpqa_orgn_vs_gpqa_ver1,k,19,2,1,1,1,0.450383,,0.450383,0.755018,,0.755018,0.006299,,0.006299,kv_head
gpqa_orgn_vs_gpqa_ver1,k,19,3,1,1,1,0.415399,,0.415399,0.757519,,0.757519,0.005305,,0.005305,kv_head
gpqa_orgn_vs_gpqa_ver1,k,19,4,1,1,1,0.383708,,0.383708,0.743162,,0.743162,0.006072,,0.006072,kv_head
gpqa_orgn_vs_gpqa_ver1,k,19,5,1,1,1,0.478602,,0.478602,0.760628,,0.760628,0.005766,,0.005766,kv_head
gpqa_orgn_vs_gpqa_ver1,k,19,6,1,1,1,0.400695,,0.400695,0.74823,,0.74823,0.007303,,0.007303,kv_head
gpqa_orgn_vs_gpqa_ver1,k,19,7,1,1,1,0.445535,,0.445535,0.739967,,0.739967,0.006809,,0.006809,kv_head
gpqa_orgn_vs_gpqa_ver1,k,20,0,1,1,1,0.674064,,0.674064,0.86302,,0.86302,0.005804,,0.005804,kv_head
gpqa_orgn_vs_gpqa_ver1,k,20,1,1,1,1,0.36558,,0.36558,0.701511,,0.701511,0.005833,,0.005833,kv_head
gpqa_orgn_vs_gpqa_ver1,k,20,2,1,1,1,0.605987,,0.605987,0.831308,,0.831308,0.005219,,0.005219,kv_head
gpqa_orgn_vs_gpqa_ver1,k,20,3,1,1,1,0.685589,,0.685589,0.842219,,0.842219,0.00537,,0.00537,kv_head
gpqa_orgn_vs_gpqa_ver1,k,20,4,1,1,1,0.474028,,0.474028,0.806769,,0.806769,0.007401,,0.007401,kv_head
gpqa_orgn_vs_gpqa_ver1,k,20,5,1,1,1,0.453657,,0.453657,0.77046,,0.77046,0.005777,,0.005777,kv_head
gpqa_orgn_vs_gpqa_ver1,k,20,6,1,1,1,0.553045,,0.553045,0.801731,,0.801731,0.004806,,0.004806,kv_head
gpqa_orgn_vs_gpqa_ver1,k,20,7,1,1,1,0.355187,,0.355187,0.748738,,0.748738,0.006499,,0.006499,kv_head
gpqa_orgn_vs_gpqa_ver1,k,21,0,1,1,1,0.447772,,0.447772,0.810054,,0.810054,0.004488,,0.004488,kv_head
gpqa_orgn_vs_gpqa_ver1,k,21,1,1,1,1,0.327504,,0.327504,0.712434,,0.712434,0.005857,,0.005857,kv_head
gpqa_orgn_vs_gpqa_ver1,k,21,2,1,1,1,0.428475,,0.428475,0.775758,,0.775758,0.005336,,0.005336,kv_head
gpqa_orgn_vs_gpqa_ver1,k,21,3,1,1,1,0.441985,,0.441985,0.7993,,0.7993,0.004847,,0.004847,kv_head
gpqa_orgn_vs_gpqa_ver1,k,21,4,1,1,1,0.399512,,0.399512,0.760567,,0.760567,0.005365,,0.005365,kv_head
gpqa_orgn_vs_gpqa_ver1,k,21,5,1,1,1,0.677603,,0.677603,0.844983,,0.844983,0.007791,,0.007791,kv_head
gpqa_orgn_vs_gpqa_ver1,k,21,6,1,1,1,0.645352,,0.645352,0.862859,,0.862859,0.004793,,0.004793,kv_head
gpqa_orgn_vs_gpqa_ver1,k,21,7,1,1,1,0.503306,,0.503306,0.824482,,0.824482,0.005008,,0.005008,kv_head
gpqa_orgn_vs_gpqa_ver1,k,22,0,1,1,1,0.620916,,0.620916,0.832327,,0.832327,0.006091,,0.006091,kv_head
gpqa_orgn_vs_gpqa_ver1,k,22,1,1,1,1,0.47075,,0.47075,0.762096,,0.762096,0.006066,,0.006066,kv_head
gpqa_orgn_vs_gpqa_ver1,k,22,2,1,1,1,0.47655,,0.47655,0.782242,,0.782242,0.006453,,0.006453,kv_head
gpqa_orgn_vs_gpqa_ver1,k,22,3,1,1,1,0.470177,,0.470177,0.74828,,0.74828,0.004878,,0.004878,kv_head
gpqa_orgn_vs_gpqa_ver1,k,22,4,1,1,1,0.441239,,0.441239,0.733062,,0.733062,0.004497,,0.004497,kv_head
gpqa_orgn_vs_gpqa_ver1,k,22,5,1,1,1,0.500188,,0.500188,0.776623,,0.776623,0.005561,,0.005561,kv_head
gpqa_orgn_vs_gpqa_ver1,k,22,6,1,1,1,0.388845,,0.388845,0.765527,,0.765527,0.004815,,0.004815,kv_head
gpqa_orgn_vs_gpqa_ver1,k,22,7,1,1,1,0.55915,,0.55915,0.820436,,0.820436,0.005682,,0.005682,kv_head
gpqa_orgn_vs_gpqa_ver1,k,23,0,1,1,1,0.488062,,0.488062,0.80125,,0.80125,0.005428,,0.005428,kv_head
gpqa_orgn_vs_gpqa_ver1,k,23,1,1,1,1,0.566732,,0.566732,0.816917,,0.816917,0.005147,,0.005147,kv_head
gpqa_orgn_vs_gpqa_ver1,k,23,2,1,1,1,0.33644,,0.33644,0.742553,,0.742553,0.004322,,0.004322,kv_head
gpqa_orgn_vs_gpqa_ver1,k,23,3,1,1,1,0.54136,,0.54136,0.780613,,0.780613,0.005524,,0.005524,kv_head
gpqa_orgn_vs_gpqa_ver1,k,23,4,1,1,1,0.642451,,0.642451,0.84197,,0.84197,0.007616,,0.007616,kv_head
gpqa_orgn_vs_gpqa_ver1,k,23,5,1,1,1,0.503696,,0.503696,0.776776,,0.776776,0.005297,,0.005297,kv_head
gpqa_orgn_vs_gpqa_ver1,k,23,6,1,1,1,0.480807,,0.480807,0.800353,,0.800353,0.0042,,0.0042,kv_head
gpqa_orgn_vs_gpqa_ver1,k,23,7,1,1,1,0.582659,,0.582659,0.806542,,0.806542,0.005474,,0.005474,kv_head
gpqa_orgn_vs_gpqa_ver1,k,24,0,1,1,1,0.342666,,0.342666,0.768299,,0.768299,0.004817,,0.004817,kv_head
gpqa_orgn_vs_gpqa_ver1,k,24,1,1,1,1,0.647228,,0.647228,0.847364,,0.847364,0.005437,,0.005437,kv_head
gpqa_orgn_vs_gpqa_ver1,k,24,2,1,1,1,0.349723,,0.349723,0.746883,,0.746883,0.004473,,0.004473,kv_head
